Details.Headquarters Regions.Other,Details.Headquarters Regions.New England,Details.Headquarters Regions.Greater New York Area,Details.Headquarters Regions.Midwestern US,Details.Headquarters Regions.Great Lakes,,Sector.Health Care,Sector.Financials,Sector.Information Technology,Sector.Real Estate,Sector.Communication Services,Sector.Industrials,Sector.Energy,Sector.Consumer Discretionary,Sector.Consumer Staples,Sector.Materials,Sector.Other,Overview.Number of Founded Organizations,Overview.Gender.Agender,Overview.Gender.Female,Overview.Gender.Male,Overview.Gender.Non-Binary,Overview.Gender.Other,Overview.Gender.Prefer not to identify,Overview.Regions.Midwestern US,Overview.Regions.Greater New York Area,Overview.Regions.Other,Overview.Regions.Northeastern US,Overview.Regions.New England,Overview.Regions.Southern US,Overview.Regions.Great Lakes,Overview.Regions.East Coast,Overview.Regions.West Coast,Overview.Regions.Western US,Education.0.Prestigious University,Education.1.Prestigious University,Education.MBA,Education.Bachelors,Education.Masters,Education.PhD,Education.Other,Major.Engineering,Major.Business,Major.Physical/Life Science,Major.Social Science,Major.Mathematics,Major.Law,Major.Art,Major.Other,Target,Details.Years Since Founded
0,0,1,0,0,0,,,1,,,1,,,,,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,1,,,,,,,,,,1,1.25,0,2,6,0,0,0,0,2,0,3,2,1,0,5,1,1,3,3,2,5,1,2,0,2,0,2,2,0,0,0,1,0,5
1,0,0,0,0,0,1,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4
0,0,1,0,0,0,,,1,,,1,,,,,1,1.333333333,0,0,6,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1,0,0,16,0,0,0,0,0,0,0,1,0,0,1,10,9,1,2,1,3,1,0,0,1,0,1,0,0,0,0,2,0,11
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,,,,,NO HEAD,1,,,,,,,,,,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,,1,,,,,,,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,2,2,1,0,2,2,1,0,1,0,1,0,1,0,4
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,,,,1,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,,,,1,1,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,8
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,3,8,0,0,0,1,0,0,0,0,0,1,0,5,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3
0,0,1,0,0,0,,,1,,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,0,0,0,,1,,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,1,1,0,1,,,,,,,,,,,1,0,0,3,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,,,1,,,1,,,,1,1,1,0,0,4,0,0,0,0,0,0,1,3,0,0,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,10,1,0,2,4,0,2,1,2,2,0,1,0,0,0,4,1,21
1,0,0,0,0,0,,,1,,1,,,1,,,1,1.5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,0,0,1,0,8
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4
0,1,0,0,0,0,,,,,,,1,1,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,9
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,41
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,NO HEAD,1,,1,,,1,,,,,,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,11,10,4,3,3,2,3,1,3,4,1,0,1,1,0,0,6,0,10
0,0,0,0,0,NO HEAD,,,1,,1,1,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,1,,1,1,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,4.666666667,0,1,10,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,1,4,0,0,3,2,1,2,0,0,1,0,4,0,15
0,0,0,1,1,0,,,1,,,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,1,,,,,1,,,,1,,0,0,1,15,0,0,0,0,0,1,1,1,2,0,1,0,1,2,0,2,3,0,0,2,2,2,0,2,0,0,0,1,1,100
0,0,1,0,0,0,,,,,,,,,,,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,1,1,0,1,,,,,1,,,,,,1,0,0,9,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,1,3,1,2,3,2,1,2,0,0,1,0,1,0,7
0,1,0,0,0,0,,,,,,,,,,,1,1,0,2,6,0,0,0,0,1,0,1,1,0,0,2,0,0,1,1,0,2,2,1,1,2,0,0,0,0,1,2,3,1,15
0,0,0,1,1,0,,,,,,,1,,,,1,1,0,1,5,0,0,0,5,0,0,0,0,1,5,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,2,0,13
1,0,0,0,0,0,1,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,1,1,0,1,,,,,,,,,1,,1,0,2,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,6
0,0,0,0,0,NO HEAD,,,,,,,,1,,,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
0,0,0,0,1,0,,,1,,,,,,,,1,1.333333333,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
0,1,0,0,0,0,,,,,,,1,,,,1,2,0,1,8,0,0,0,0,1,0,1,6,0,0,7,0,0,1,0,1,1,1,0,2,3,2,0,0,0,0,0,0,0,3
0,0,0,0,1,0,,,1,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,0,0,1,,,,,,,,,,,3.666666667,0,4,6,0,0,0,0,1,0,1,8,0,0,9,0,0,4,4,0,5,3,1,2,1,0,5,2,0,1,0,3,1,7
0,0,0,0,0,NO HEAD,,,,,,1,,1,,,1,1,0,5,5,0,0,0,0,0,0,0,0,1,0,1,8,7,3,1,1,6,3,0,1,1,2,1,6,1,0,0,2,1,9
0,1,0,0,0,0,,,,,,,,1,,,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,6
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,1,0,0,0,,,1,,1,,,,,,,1,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1.2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,12,12,1,2,2,4,1,2,1,2,2,0,2,0,0,0,1,0,7
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1,0,1,14,0,0,0,0,1,0,1,0,1,1,2,3,3,0,2,4,1,2,0,1,2,4,0,0,0,0,0,2,1,15
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,1,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,25
0,1,0,0,0,0,1,,,,,1,1,,,,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
,,,,,NO HEAD,,,1,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,NO HEAD,,,1,,,1,,,,1,,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
0,1,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,35
0,0,0,0,0,NO HEAD,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,0,0,0,0,NO HEAD,,,,,,1,,1,,,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,50
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,1,0,0,0,0,1,,,,,,,,,,1,1.25,0,2,6,0,0,0,0,2,0,3,2,1,0,5,1,1,3,3,2,5,1,2,0,2,0,2,2,0,0,0,1,0,5
0,0,0,1,1,0,,,1,,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,1,,1,,,,,,,,1,1,0,1,4,0,0,0,0,0,0,0,5,0,0,5,0,0,2,2,1,4,0,2,0,3,0,3,1,0,0,0,1,0,6
0,0,0,0,0,NO HEAD,,,,,,1,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,1,0,0,0,0,,,1,,,1,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8
,,,,,NO HEAD,,,1,,,,,,,,1,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,1,0,0,,,1,,,,1,1,,,,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,9
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,17
,,,,,NO HEAD,1,,1,,,,,,,,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0,0,2,0,5
0,1,0,0,0,0,,,1,,,,,,,,,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,1,3,2,0,0,2,0,0,0,0,0,0,2,1,4
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,1,1,0,1,,,,1,,,,,,,1,0,1,10,0,0,0,1,0,0,1,2,2,6,4,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,13
0,0,0,1,1,0,1,,,,,,,,,,1,1,0,1,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3
,,,,,NO HEAD,,,1,,,,,,,,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,1,1,0,0,0,0,3,0,6
0,0,0,0,0,NO HEAD,,,,,,,1,,,1,1,1.5,0,1,11,0,0,0,0,0,0,0,0,0,0,0,7,7,4,4,4,6,1,1,4,2,1,6,1,1,1,0,5,1,17
1,0,0,0,0,0,,,,,,1,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11
,,,,,NO HEAD,,,1,,,1,1,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,0,0,0,0,0,,,1,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,1,1,0,1,,,,,,,,,,,1,0,0,9,0,0,0,1,0,0,0,0,2,1,2,0,0,1,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,15
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,1,,,,,,,,,1,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,0,0,0,0,0,1,,,,,,,,,,,2,0,5,9,0,0,0,0,0,11,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,8
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,0,0,2,4,0,0,1,0,0,0,0,0,3,0,2,4,4,0,0,1,3,2,0,0,1,2,0,0,0,0,0,2,1,39
1,0,0,0,0,0,,,1,,1,,,,,,1,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1.25,0,2,5,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,3,4,0,2,1,0,2,3,1,0,1,0,2,0,12
0,0,0,1,1,0,1,,,,,1,,,,,1,0,0,0,7,0,0,0,2,1,0,1,1,0,2,2,0,0,2,0,2,1,1,0,0,0,2,0,1,0,0,0,1,0,10
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,9,0,0,0,0,1,0,1,0,1,0,1,7,7,2,1,2,2,0,4,0,0,0,3,0,0,0,0,3,0,12
0,0,0,1,0,0,1,,,,,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1,0,0,0,0,1,,,,,,,,,,,1.333333333,0,4,12,0,0,0,0,0,1,1,3,2,1,3,1,1,6,1,1,7,4,5,1,0,0,5,2,0,0,0,7,1,13
,,,,,NO HEAD,1,,,,,,,,,,,2.333333333,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,2,1,1,1,1,0,0,0,0,8
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1,0,0,0,0,0,,1,,,,,,,,,,1,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,1,23
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,14,0,0,0,0,2,0,3,0,12,1,3,0,0,1,1,5,3,1,0,9,1,2,0,2,1,0,0,10,1,30
0,0,0,0,1,0,1,,1,,,,,,,,,0,0,1,8,0,0,0,0,0,0,0,3,1,0,4,0,2,1,0,1,2,0,2,4,1,2,0,1,0,0,1,5,1,43
0,0,0,1,1,0,,,,,,,,1,,,1,1,0,4,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,6,2,2,0,3,0,0,0,4,0,10
0,0,0,0,0,NO HEAD,,,1,,,,1,,,,1,1,0,2,9,0,0,0,0,0,0,0,0,1,1,1,4,4,0,0,2,1,0,1,2,1,0,1,0,0,0,0,2,0,9
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,,1.142857143,0,1,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,1,2,0,5,0,2,0,0,0,0,1,0,2
1,0,0,0,0,0,,,1,,,1,,,,,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,NO HEAD,,1,1,,,1,,,,,1,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,12,10,2,4,3,10,3,0,1,3,3,2,2,0,1,0,3,0,13
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1.166666667,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.5,0,3,5,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,1,18
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,23
1,0,0,0,0,0,,,1,,,,,,,,1,1.6,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,0,0,1,1,0,0,0,1,31
0,0,0,1,1,0,1,,1,,,,,,,,,1,0,2,6,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,2,0,1,0,0,1,1,1,0,0,0,0,1,0,5
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,0,0,1,,,,,,,,,,,1.5,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,1,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,9
0,0,1,0,0,0,1,,,,,,,,,,,1.5,0,1,4,0,0,1,0,1,0,1,0,1,0,2,2,2,2,0,2,1,0,1,1,0,1,1,0,0,0,0,2,1,23
1,0,0,0,0,0,,,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,7
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,3,0,1,0,2,0,0,0,0,0,0,1,0,6
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1.666666667,0,0,8,0,0,0,0,0,0,0,0,1,0,0,6,3,2,2,1,5,2,2,0,4,2,0,0,0,0,0,1,0,7
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1.8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,12
0,0,0,0,0,NO HEAD,1,,,,,,,1,1,,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,5
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,1,,,,,,,,,,,1.75,0,0,16,0,0,0,0,1,0,1,5,1,0,6,2,2,5,8,2,8,6,4,7,4,1,4,1,1,1,0,11,1,12
0,1,0,0,0,0,1,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13
0,0,1,0,0,0,,,,,,1,,,,,1,0,0,1,4,0,0,0,0,1,0,5,0,0,0,5,0,0,0,0,0,3,1,0,0,2,1,1,0,0,0,0,1,1,36
0,0,0,0,0,NO HEAD,,1,1,,,1,,,,,1,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,12,10,2,4,3,10,3,0,1,3,3,2,2,0,1,0,3,0,13
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,2,0,2,2,2,1,1,0,0,0,2,0,3
0,0,1,0,0,0,,,,,,,,1,,,,0,0,1,7,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,69
0,0,0,0,0,NO HEAD,,,1,,,1,,1,,,,0,0,3,7,0,0,0,0,0,0,0,1,2,0,4,3,3,0,0,0,3,1,0,1,1,1,0,1,0,1,0,2,1,42
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1.333333333,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,1,,,,,1,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
0,0,0,1,1,0,1,,,,,,,,,,,1,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
,,,,,NO HEAD,1,,,,,,,,,,,1,0,1,7,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,2,0,1,1,1,1,0,0,0,1,0,7
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,,1.2,0,4,12,0,0,0,0,1,1,1,0,0,0,1,5,4,3,1,4,9,2,1,1,4,2,4,0,1,0,0,6,1,21
0,0,0,1,1,0,,,1,,,1,,,,,,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,1,1,0,0,1,3,0,0,0,3,0,0,0,0,0,0,1,1,35
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,1,0,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,1,0,0,0,0,,,,,,1,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,57
,,,,,NO HEAD,,,1,,,1,,,,,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,5
