Company_Name,Dependent-Company Status,year of founding,Age of company in years,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Technical proficiencies to analyse and interpret unstructured data,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company121,Success,2012,2,Video Optimization,Media|Entertainment|Analytics|Network / Hosting / Infrastructure|Publishing,Marketing & Sales,Nick Rau|Bob Jacobson|Jimmy Barge|Jor Law,16,0,No,7/1/12,10/4/13,1700000,United States,North America,0,0,0,0,7,15,No,0,low,No,Medium,Yes,No,No,No,Product,No,Private,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,18,Entertainment,Yes,Yes,Tier_2,500,Low,0,0,0,Low,1,None,22,High,Medium,Yes,No,Low,Bad,No,No,Yes,Yes,No,Yes,No,3,Medium,0,7.5,1.7,Not Applicable,15,15,,0,0,0,69.23076923,0,0,15.38461538,0,0,15.38461538,0,0,0,0,5
Company122,Success,2010,4,,E-Commerce|Email|Analytics|Marketing,"Operations, marketing",FirstMark Capital|Foundry Group|First Round Capital|O’Reilly AlphaTech Ventures|O'Reilly AlphaTech Ventures,12,0,No,1/1/10,6/26/12,7000000,United States,North America,1,0,1,0,4,50,No,0,low,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,No,Platform,Local,Non-Linear,Yes,Few,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,Economics,Yes,Yes,None,No Info,High,0,0,0,Low,0,None,23,No Info,Medium,Yes,No,Low,No Info,No,No,Yes,No,No,No,No,3,Medium,0,3,7,Not Applicable,6,9.233333333,2 to 5,11.11111111,0,0,27.77777778,0,11.11111111,22.22222222,0,11.11111111,16.66666667,0,0,0,0,7
Company123,Success,2011,3,API for Social data context,Analytics|Crowdfunding|Search|Marketing,social advertising,Quotidian Ventures|Peter Shankman,5,0,No,7/5/11,9/1/11,0,United States,North America,0,0,0,4,2,5,No,0,low,No,Large,Yes,Yes,No,Yes,Product,No,Public,Yes,Both,No,Cloud,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,East Asian Studies and Economics,Yes,Yes,Tier_1,500,High,0,0,0,Medium,12,None,43.5,Low,Medium,Yes,No,Low,No Info,Yes,No,Yes,No,No,Yes,No,3,Medium,0,3,unknown amount,Not Applicable,1,12,,8.333333333,2.777777778,25,8.333333333,0,2.777777778,27.77777778,8.333333333,5.555555556,5.555555556,0,0,2.777777778,2.777777778,7
Company124,Success,2010,4,info exchange for physician interactions,Analytics|Healthcare,Research,Lux Capital|Fidelity Biosciences|Venrock|Highland Capital Partners|Gerson Lehrman Group|Jonathan Bush|Ed Park|John Goldsmith|James Golden,35,3,No,1/1/10,1/2/13,11000000,United States,North America,0,0,3,7,7,50,No,1,high,No,Medium,Yes,Yes,No,No,Product,No,Public,Yes,Both,No,Platform,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,Yes,No,Online,B2B,Low,High,Yes,High,PhD,25,Biomedical Enterprise,Yes,Yes,Tier_1,500,High,0,0,0,High,12,None,23,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,No,No,Yes,No,4,Medium,0,10,11,Not Applicable,12,6.233333333,,11.11111111,0,50,0,0,16.66666667,5.555555556,5.555555556,5.555555556,5.555555556,0,0,0,0,9
Company125,Success,2011,3,Database technology,Network / Hosting / Infrastructure|Enterprise Software|Software Development|Analytics,operations,IA Ventures|Digital Sky Technologies|Data Collective|Raymond Tonsing|Khosla Ventures|Accel Partners|First Round Capital|New Enterprise Associates|Start Fund|SV Angel|Y Combinator|Paul Buchheit|Sam Altman|Ashton Kutcher|Guy Oseary|Ron Garret|Karl Jacob|Marco Bergmann|Mark LaRosa|Tom McInerney|Janis Krums,37,9,No,1/1/11,1/22/14,35000000,United States,North America,0,0,2,0,4,11,No,1,low,Yes,Large,No,No,No,No,Product,Yes,Private,No,Structured,No,Cloud,Local,Non-Linear,Yes,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,High,PhD,25,computer science,Yes,Yes,Tier_1,500,High,1,0,0,High,3,Few,53,High,Medium,Yes,No,Low,Good,Yes,No,Yes,No,No,No,Yes,3,Medium,0,13,35,Not Applicable,12,10.27777778,2 to 5,5.882352941,0,39.4335512,1.960784314,1.960784314,3.812636166,3.812636166,1.960784314,3.921568627,1.960784314,0,0,0,1.960784314,5
Company126,Success,2011,3,,,Marketing & Sales,TiE Angels|Naya Ventures|Keiretsu Forum|Portland Seed Fund,9,13,No,1/1/11,3/27/14,50000,United States,North America,0,0,5,0,6,10,No,0,low,No,Large,Yes,Yes,Yes,Yes,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,Few,No,No,Yes,No,No,No,Yes,No,Yes,No,Both,B2B,Low,High,Yes,High,Masters,21,"Electrical and Electronics Engineering
Aerospace Engineering",Yes,Yes,None,25,High,0,0,0,High,0,None,36,High,Medium,Yes,No,Low,No Info,No,Yes,Yes,No,No,Yes,No,3,Medium,0,4,0.05,Not Applicable,12,5.355555556,2 to 5,0,0,41.66666667,0,0,2.777777778,2.777777778,0,0,0,0,0,2.777777778,0,0
Company127,Success,2006,8,Marketing Decisions Platform,Marketing,Marketing & Sales,Kegonsa Capital Partners|Goldman Sachs,138,-1,Yes,1/1/06,10/18/13,9400000,United States,North America,0,0,1,7,9,130,No,2,medium,No,Large,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Cloud,Local,Non-Linear,Yes,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Medium,Medium,Yes,Low,No Info,No Info,No Info,No Info,No Info,None,No Info,High,0,0,0,None,0,None,0,High,Medium,Yes,No,Low,Bad,No,Yes,Yes,No,No,Yes,No,4,Medium,8,15,9.4,Yes,12,18.1,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company128,Success,2011,3,User generated interest graphs,,Marketing & Sales,Alliance of Angels|Voyager Capital,11,22,No,3/21/11,2/1/13,1700000,United States,North America,0,0,2,0,3,15,No,0,None,No,Medium,Yes,Yes,No,No,Both,Yes,Public,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21,General,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,14,Medium,Medium,Yes,No,Low,Good,No,No,Yes,No,No,Yes,No,3,Medium,0,4,1.7,Not Applicable,12,4.3,2 to 5,16.66666667,0,8.333333333,8.333333333,0,0,41.66666667,0,8.333333333,0,0,8.333333333,0,8.333333333,4
Company131,Success,2008,6,Mobile App Analytics & Marketing,Analytics|Mobile|Marketing,Marketing & Sales,TechStars|Polaris Partners|ENIAC Ventures|MI Ventures LLC|New York Angels|LaunchPad Venture Group|Foundation Capital|Hub Angels Investment Group|Progress Ventures|Eniac Ventures|Techstars,73,11,No,1/1/08,2/4/14,16000000,United States,North America,0,6,0,0,6,75,No,3,high,No,No Info,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,No,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,Yes,Medium,Masters,21,General,Yes,Yes,None,500,High,0,0,0,None,0,None,26,High,Medium,Yes,No,Low,Good,No Info,Yes,Yes,Yes,No,Yes,No,4,Medium,2,14,16,Yes,12,7.306666667,5 to 10,10,0,15,15,0,10,30,5,5,5,0,5,0,0,0
Company132,Success,2006,8,Verified B2B Contacts,Marketing,Marketing & Sales,Edison Ventures|Rikki Tahta|Simon Murdoch|Roland Beaulieu|Gary Mueller|Spring Lake Equity Partners,118,-6,Yes,11/30/06,4/8/14,13000000,United States,North America,0,0,2,0,12,120,No,1,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Both,No,Cloud,Global,Non-Linear,No,Few,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Online,B2B,Low,High,Yes,High,Masters,21,Earth Sciences,Yes,Yes,Tier_1,500,High,0,0,0,High,2,None,24.5,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,Yes,No,Yes,No,3,Medium,2,15,13,Yes,20,5.777777778,5 to 10,8.823529412,0,2.941176471,8.823529412,2.941176471,5.882352941,8.823529412,0,11.76470588,0,0,0,0,0,1
Company133,Success,2012,2,Big Data Analytics,Analytics|Telecommunications,Research,AxVentures-Pymar Fund|Ax Ventures,10,,No,6/26/12,7/1/12,0,Argentina,South America,0,1,3,3,4,16,No,0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,None,Medium,Yes,Medium,No Info,No Info,No Info,Yes,Yes,None,500,Medium,0,0,0,None,0,None,7.5,High,Medium,Yes,No,Low,No Info,No,No,Yes,No,No,Yes,No,4,High,0,16,unknown amount,Not Applicable,1,1,,25,0,37.5,0,0,25,0,12.5,0,0,0,0,0,0,2
Company134,Success,2010,4,Big Data Competitive Intelligence,Marketing,data collection ,EPIC Ventures|Kevin O'Connor,22,5,No,10/1/10,3/13/13,2000000,United States,North America,0,2,1,0,8,23,No,0,low,No,Small,Yes,Yes,No,No,Product,Yes,Public,Yes,Unstructured,No,Platform,Local,Non-Linear,No,Few,No,No,Yes,No,No,No,No,No,Yes,No,Online,B2B,None,High,Yes,Medium,Bachelors,18,Aquatic biology,Yes,Yes,Tier_2,448,High,0,0,0,Low,0,None,21,High,Medium,Yes,No,Low,No Info,Yes,No,Yes,No,No,Yes,No,3,Medium,4,7.6,2,Not Applicable,1,7.45,2 to 5,11.11111111,5.555555556,16.66666667,5.555555556,22.22222222,11.11111111,11.11111111,5.555555556,5.555555556,0,0,0,0,5.555555556,2
Company135,Success,2012,2,,Marketing|Enterprise Software|Analytics,Marketing & Sales,Rogue Venture Partners,4,0,No,7/1/12,2/8/13,0,United States,North America,0,1,1,0,1,10,No,0,low,No,Small,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Cloud,Local,Non-Linear,No,Few,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,General,Yes,Yes,Tier_2,500,High,0,0,0,Low,6,None,23,Medium,Medium,Yes,No,Low,No Info,No,Yes,Yes,No,No,No,No,3,Medium,0,10,unknown amount,Not Applicable,8,8,0 to 2,0,0,0,76.47058824,0,17.64705882,0,0,5.882352941,0,0,0,0,0,4
Company136,Failed,2004,10,technology-enabled electronic payment,,"development, marketing, and administration",Spectrum Equity|Foundation Capital|Western Technology Investment|GGV Capital ,12,9,Yes,1/1/04,10/1/09,62500000,United States,North America,0,0,3,1,5,100,Yes,0,low,No,Medium,Yes,Yes,No,No,Both,No,Private,Yes,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,High,Yes,Medium,Bachelors,18,Engineering,No,Yes,Tier_1,500,High,0,0,0,Low,3,None,100,Low,Low,No,No,Low,No Info,No,Yes,Yes,No,Yes,No,No,3,Medium,0,11.11,62.5,No,48,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Company137,Failed,2000,14,fabless semiconductors,Network / Hosting / Infrastructure,IT & Sales,BlueRun Ventures|Tallwood Venture Capital,18,0,No,1/1/00,6/2/09,15000000,United States,North America,0,0,0,0,8,50,Yes,0,None,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Masters,21,business,Yes,Yes,Tier_1,500,High,0,1,0,High,0,None,25,Medium,Low,No,Yes,Low,No Info,No,No,No,No,No,No,No,2,Medium,0,3.8,15,No,60,7.4,2 to 5,0,0,22.22222222,11.11111111,11.11111111,0,0,0,0,44.44444444,0,0,11.11111111,0,5
Company138,Failed,2004,10,user driven social content website,Media,social news,Greylock Partners|Omidyar Network|Marc Andreessen|Reid Hoffman|Ron Conway|Al Avery|FLOODGATE|SV Angel|Highland Capital Partners|SVB Financial Group|Kevin Rose|Floodgate Fund,79,-2,Yes,10/11/04,7/12/11,5000000,United States,North America,0,0,1,0,6,10,Yes,0,High,Yes,Medium,Yes,Yes,No,No,Product,Yes,Public,No,Unstructured,No,Platform,Global,Non-Linear,No,Few,Yes,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,Yes,Medium,Masters,21,Business Administration,Yes,Yes,Tier_2,500,High,1,0,0,Low,1,None,200,Low,Low,No,No,Low,No Info,No,No,Yes,No,No,No,No,3,Medium,28,1.1,5,Yes,12,17.58333333,2 to 5,12.5,3.125,12.5,9.375,18.75,3.125,21.875,6.25,0,9.375,0,0,0,3.125,1
Company139,Failed,2005,9,Search engine,,web,Greylock Partners|Tugboat Ventures|Madrone Capital Partners,3,0,No,1/1/05,4/15/08,25000000,United States,North America,0,0,3,0,5,30,Yes,0,None,No,Small,No,No,No,Yes,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,Yes,None,No,No,Yes,No,No,No,Yes,No,No,Yes,Online,B2C,High,High,No Info,Low,PhD,25,computer,Yes,Yes,Tier_1,16,Low,0,0,0,None,0,None,0,Low,Low,Yes,No,Low,No Info,No,No,Yes,No,No,No,No,2,Low,4,3.75,25,No,24,6.85,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company140,Failed,2009,5,Daily Deals Site,E-Commerce,sale,Bain Capital Ventures|Matrix Partners|Pinnacle Ventures|Bain Capital|Christian Dahlen,,,No,3/1/09,6/1/11,5000000,United States,North America,0,0,0,0,5,80,Yes,1,medium,No,Small,Yes,Yes,No,Yes,Service,No,Public,No,no,No,Platform,local,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,High,No,Medium,Masters,21,business,Yes,Yes,None,500,Medium,0,0,0,None,0,None,8,Low,Medium,Yes,No,Low,No Info,No,Yes,Yes,No,No,No,No,3,Medium,9,20,5,Not Applicable,10,2.761111111,,13.33333333,0,13.33333333,0,0,0,46.66666667,6.666666667,6.666666667,6.666666667,0,0,0,6.666666667,3
Company141,Failed,2005,9,HTML5 Social Games,,Sales & Marketing,Mohr Davidow Ventures|Deep Fork Advisors|Deep Fork Capital|Motorola Mobility,,,No,1/1/05,3/3/11,0,United States,North America,0,1,1,0,5,50,Yes,0,None,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,No Info,No Info,No Info,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Low,Masters,21,business,Yes,Yes,Tier_1,500,High,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,No Info,No,No,Yes,No,No,No,No,2,Low,0,6.25,2.7,Yes,24,5.05,2 to 5,11.76470588,0,5.882352941,23.52941176,0,0,17.64705882,11.76470588,5.882352941,23.52941176,0,0,0,0,3
Company144,Failed,2011,3,all your photos everywhere,Mobile,social network,Index Ventures|500 Startups|Kii Capital|2020 Ventures|Strive Capital,0,-100,No,8/26/11,7/19/12,1000000,United States,North America,5,5,3,0,3,6,Yes,5,low,Yes,Small,No,No,No,No,Service,No,no,No,no,No,Platform,No Info,No Info,No Info,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Medium,Bachelors,18,business,No,Yes,Tier_1,157,High,0,1,0,None,0,None,12,Low,Low,Yes,No,Medium,No Info,Yes,No,Yes,No,No,No,Yes,3,Medium,0,3,1,Not Applicable,3,2.711111111,0 to 2,1.960784314,0,46.0130719,0,0,4.444444444,1.960784314,8.104575163,0,4.183006536,0,0,0,0,2
Company145,Failed,2010,4,Marketplace for quality tutoring.,Education,consumer web,Resolute.vc|Paul Buchheit|Sequoia Capital|Founder Collective|Lerer Ventures|SV Angel|Thrive Capital|Alexis Ohanian|Bubba Murarka|reinmkr capital|Y Combinator,19,-5,No,9/1/10,2/18/13,800000,United States,North America,9,0,3,0,5,10,Yes,0,low,No,Medium,No,No,No,No,Product,No,Public,No,Unstructured,No,Cloud,Local,Non-Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Online,B2C,Medium,Medium,No,Low,Bachelors,18,history,No,No,Tier_1,500,Low,0,0,0,None,0,None,4,Low,Low,Yes,Yes,Low,No Info,No,No,No,No,No,No,No,2,Low,1,3.3,0.8,Not Applicable,14,7.1,2 to 5,9.206349206,0,20,0,2.380952381,2.380952381,4.761904762,4.444444444,4.761904762,6.825396825,0,2.380952381,4.761904762,4.761904762,3
Company146,Failed,2008,6,,Social Networking|Mobile,writing blog,James Joaquin|Russ Siegelman,5,0,No,1/1/08,4/25/11,2300000,United States,North America,0,2,0,0,1,10,No,0,low,No,Small,No,No,No,No,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,High,Yes,Medium,No Info,No Info,,No Info,Yes,None,499,None,0,0,0,Low,0,None,9,Low,Low,No,No,Medium,No Info,No,No,No,No,No,No,No,2,Low,1,2,2.3,Yes,12,26.25,0 to 2,12.5,0,25,12.5,0,0,25,12.5,0,12.5,0,0,0,0,0
Company147,Failed,2007,7,A place for people to talk about the tv ,Entertainment|Media|Mobile,Marketing & Sales,Innogest,1,0,No,8/1/07,5/17/11,1500000,Italy,Europe,0,0,0,0,3,10,No,1,None,No,Medium,No,No,No,Yes,Service,No,Public,No,Unstructured,No,Platform,No Info,No Info,No Info,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,18,engg,No,No,None,500,Low,0,0,0,None,0,None,0,Low,Low,No,No,Low,No Info,No,No,No,No,No,Yes,No,2,Low,6,1.6,1.5,No,24,11.88333333,0 to 2,7.692307692,0,38.46153846,0,0,15.38461538,7.692307692,7.692307692,0,23.07692308,0,0,0,0,5
Company148,Failed,2006,8,,,curated web,,,,No,,,0,,,0,1,1,0,1,3,No,0,low,No,Medium,Yes,Yes,No,No,Service,No,Private,No,Both,Yes,Platform,Global,Non-Linear,No,None,Yes,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,No,Medium,Bachelors,18,"Arts, Media",No,No,None,500,Low,0,0,0,Low,130,Few,140,Low,Low,No,No,Medium,No Info,No,Yes,No,No,No,No,No,2,Low,4,0.4,0.287,No,1,1,2 to 5,25,0,0,75,0,0,0,0,0,0,0,0,0,0,3
Company149,Success,2009,5,,,Marketing & Sales,,,,No,,,0,,,0,0,2,0,6,20,Yes,1,None,No,Small,No,No,No,No,Service,No,Private,No,no,Yes,Platform,Local,Non-Linear,No,None,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,High,Medium,No,Medium,Bachelors,18,computer,No,No,Tier_1,500,Medium,0,0,0,High,0,None,18,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No,2,Low,3,5,11.5,Not Applicable,2,4.011111111,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Company150,Failed,2006,8,SMS /Online Reminders,Search,Data Management,Hummer Winblad Venture Partners,0,-100,No,1/1/06,3/20/08,1000000,United States,North America,0,0,1,0,1,3,Yes,0,None,No,Small,No,No,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Medium,Masters,21,MBA,Yes,Yes,Tier_1,500,Medium,0,1,1,Medium,75,Few,29,Low,Low,No,Yes,Medium,No Info,No,Yes,No,Yes,No,No,No,3,Medium,0,0.4,1,No,26,26,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Company151,Failed,2007,7,,Media,Recommendation ,Kraft Group|Robert Kraft|Johnathan Kraft,,,yes,1/1/07,9/1/07,10000000,United States,North America,0,0,3,2,6,40,No,0,None,No,Small,Yes,Yes,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Non-Linear,No,None,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Masters,21,business,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,Yes,No,Low,No Info,No,Yes,No,No,No,No,No,2,Low,1,6.6,10,No,8,8,0 to 2,11.11111111,0,0,44.44444444,5.555555556,0,22.22222222,5.555555556,5.555555556,0,0,0,0,5.555555556,6
Company152,Success,2005,9,Game development and monetization,Advertising|Gaming|Marketing,Marketing & Sales,Accel Partners|Shasta Ventures|Tom McInerney|Felicis Ventures,26,-4,yes,1/1/05,6/18/08,10000000,United States,North America,0,0,3,2,4,32,Yes,1,medium,No,Small,Yes,Yes,No,No,Service,No,Public,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2C,High,High,No,Low,Bachelors,18,Management and information technology,Yes,Yes,Tier_2,500,High,0,0,0,Medium,0,None,12,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No,2,Low,2,4,10,Yes,40,1.633333333,2 to 5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2
Company154,Failed,2010,4,,,Marketing & Sales,,,,No,,,0,,,1,0,2,0,2,3,No,0,None,Yes,Small,Yes,Yes,No,No,Service,No,Private,No,Both,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,Medium,No,Low,Bachelors,18,Computer Science,Yes,No,Tier_2,330,Medium,0,0,0,Low,76,Few,45,Medium,Low,Yes,Yes,Medium,No Info,Yes,Yes,Yes,Yes,No,No,No,3,High,0,1,unknown amount,Not Applicable,1,1,2 to 5,2.941176471,2.941176471,69.32773109,11.76470588,0,0,3.571428571,5.882352941,0,3.571428571,0,0,0,0,2
Company155,Success,2012,2,Cloud Analytics Solution Provider,,Marketing & Sales,Lightspeed Venture Partners|Frank Slootman|Deep Nishar|Abhay Parasnis|James Ramsey,48,20,Yes,1/1/12,10/2/13,8000000,United States,North America,0,0,2,0,3,51,Yes,0,medium,No,Large,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,No,No,No,No,No,Yes,No,No,Both,B2B,High,High,No,Low,Masters,21,Computer Science,Yes,Yes,Tier_1,480,Medium,1,1,1,High,72,Few,16,Medium,Medium,Yes,No,Medium,Bad,Yes,Yes,Yes,No,No,No,Yes,4,High,0,51,8,Not Applicable,20,20,2 to 5,3.125,0,12.5,6.25,0,6.25,12.5,3.125,3.125,0,0,3.125,0,0,0
Company156,Success,2007,7,"Video streaming, analytics, monetization",,Strategy,Sierra Ventures|Ron Conway|Rembrandt Venture Partners|CID Group|ITOCHU Corporation|Telstra Ventures (AVG)|Motorola Mobility,,,Yes,4/5/07,12/11/13,43000000,United States,North America,0,1,3,6,11,322,Yes,4,high,No,Medium,Yes,Yes,Yes,Yes,Product,No,Public,Yes,Structured,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Both,B2B,High,High,No,Low,Bachelors,18,Economics,No,No,None,500,Medium,0,0,0,Low,73,Few,50,High,High,Yes,Yes,Low,Good,No,No,Yes,No,No,Yes,No,4,High,12,53.6,43,Yes,2,5.695238095,0 to 2,7.407407407,0,35.18518519,3.703703704,0,1.851851852,7.407407407,5.555555556,0,5.555555556,0,0,0,0,5
Company157,Success,2007,7,Relational Database Managment System,Analytics,Strategy,Bay Partners|Mohr Davidow Ventures|PacVen Walden Ventures|Walden International|Menlo Ventures|Tao Venture Partners|Silicon Valley Bank|Amazon,55,4,Yes,1/1/07,4/25/12,20000000,United States,North America,0,7,2,0,6,46,Yes,6,high,No,Medium,Yes,Yes,No,No,Product,Yes,Private,No,Structured,No,Both,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,High,High,No,Medium,Masters,21,MBA,Yes,No,None,500,Low,1,1,1,Low,81,Many,40,Low,High,Yes,No,Medium,Bad,No,Yes,No,Yes,No,No,No,3,Medium,0,7.6,20,Yes,12,8.877777778,0 to 2,0,0,88.88888889,0,0,8.333333333,2.777777778,0,0,0,0,0,0,0,0
Company158,Success,2013,1,,,Marketing & Sales,,,,Yes,,,0,,,0,0,2,0,3,12,Yes,0,medium,No,Small,No,No,No,No,Service,Yes,Both,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Both,B2B,High,High,No,Medium,Masters,21,MBA,Yes,Yes,Tier_1,500,Medium,1,1,1,High,86,Many,18,Low,Low,No,No,Low,Good,Yes,No,No,No,No,Yes,No,3,Medium,0,12,4.5,Not Applicable,12,12,,0,0,50,5.555555556,0,38.88888889,0,0,0,5.555555556,0,0,0,0,0
